nbElements: 2153
indexFenetre, indexVoletGauche, indexVoletDroit, 
1223, 442, 1922, 
1224, 926, 1820, 
1225, 426, 476, 
1226, 355, 553, 
1227, 1932, 805, 
1228, 384, 420, 
1229, 1488, 1959, 
1230, 599, 1320, 
1231, 1498, 908, 
1232, 1872, 1831, 
1233, 1375, 1646, 
1234, 107, 263, 
1235, 3, 682, 
1236, 733, 1204, 
1237, 744, 79, 
1238, 1858, 323, 
1239, 1453, 1556, 
1240, 1668, 506, 
1241, 2026, 1265, 
1242, 1849, 751, 
1243, 1005, 424, 
1244, 498, 2034, 
1245, 789, 663, 
1246, 1813, 2113, 
1247, 1605, 97, 
1248, 601, 1547, 
1249, 938, 1677, 
1250, 1627, 34, 
1251, 1505, 1841, 
1252, 513, 2139, 
1253, 2065, 1255, 
1254, 1216, 1007, 
1255, 287, 586, 
1256, 1961, 1136, 
1257, 2016, 2025, 
1258, 971, 807, 
1259, 796, 1809, 
1260, 1851, 1502, 
1261, 1286, 83, 
1262, 75, 1489, 
1263, 1933, 150, 
1264, 919, 75, 
1265, 557, 357, 
1266, 155, 1557, 
1267, 1266, 1623, 
1268, 245, 1142, 
1269, 2056, 2119, 
1270, 2123, 985, 
1271, 659, 1503, 
1272, 484, 1180, 
1273, 104, 523, 
1274, 1662, 1328, 
1275, 1841, 1899, 
1276, 115, 393, 
1277, 947, 1851, 
1278, 2004, 1451, 
1279, 2027, 960, 
1280, 1541, 2084, 
1281, 867, 1005, 
1282, 1371, 1721, 
1283, 1010, 1823, 
1284, 766, 1266, 
1285, 1685, 1911, 
1286, 1676, 932, 
1287, 2150, 1399, 
1288, 1810, 423, 
1289, 1782, 641, 
1290, 1080, 972, 
1291, 1078, 1517, 
1292, 715, 775, 
1293, 363, 1684, 
1294, 243, 1712, 
1295, 940, 316, 
1296, 830, 331, 
1297, 1811, 1298, 
1298, 2071, 1267, 
1299, 824, 374, 
1300, 700, 1245, 
1301, 1580, 722, 
1302, 1691, 117, 
1303, 1364, 388, 
1304, 1424, 835, 
1305, 1518, 1256, 
1306, 339, 1000, 
1307, 1725, 14, 
1308, 486, 1131, 
1309, 2011, 1010, 
1310, 2100, 562, 
1311, 719, 1080, 
1312, 732, 1068, 
1313, 432, 684, 
1314, 412, 1700, 
1315, 779, 1293, 
1316, 146, 254, 
1317, 2042, 412, 
1318, 1393, 1500, 
1319, 2072, 1473, 
1320, 1625, 765, 
1321, 1326, 1926, 
1322, 1360, 82, 
1323, 2047, 1152, 
1324, 1386, 1082, 
1325, 35, 2001, 
1326, 687, 1057, 
1327, 2003, 1895, 
1328, 646, 844, 
1329, 1836, 383, 
1330, 573, 1407, 
1331, 2017, 234, 
1332, 1412, 1463, 
1333, 625, 1421, 
1334, 1273, 515, 
1335, 1711, 1408, 
1336, 148, 490, 
1337, 2074, 2104, 
1338, 671, 318, 
1339, 1208, 1478, 
1340, 1943, 280, 
1341, 752, 1268, 
1342, 1777, 242, 
1343, 1472, 1747, 
1344, 861, 2147, 
1345, 296, 1972, 
1346, 1357, 705, 
1347, 530, 1141, 
1348, 252, 1329, 
1349, 804, 114, 
1350, 994, 1608, 
1351, 202, 408, 
1352, 1359, 1393, 
1353, 851, 1349, 
1354, 708, 334, 
1355, 95, 1999, 
1356, 2064, 400, 
1357, 1129, 486, 
1358, 1530, 2016, 
1359, 264, 2146, 
1360, 1660, 2038, 
1361, 1564, 1518, 
1362, 1033, 361, 
1363, 1509, 2125, 
1364, 1883, 1794, 
1365, 1817, 1090, 
1366, 2001, 22, 
1367, 189, 1955, 
1368, 2098, 959, 
1369, 1679, 214, 
1370, 137, 808, 
1371, 1574, 1765, 
1372, 536, 816, 
1373, 1100, 2070, 
1374, 1701, 1636, 
1375, 1772, 629, 
1376, 654, 781, 
1377, 1814, 741, 
1378, 1912, 1149, 
1379, 386, 1092, 
1380, 300, 1935, 
1381, 1521, 738, 
1382, 1809, 1119, 
1383, 1226, 551, 
1384, 351, 1915, 
1385, 559, 1254, 
1386, 1182, 439, 
1387, 414, 680, 
1388, 1500, 729, 
1389, 1063, 1800, 
1390, 44, 838, 
1391, 711, 577, 
1392, 1592, 1062, 
1393, 1077, 1671, 
1394, 1843, 1620, 
1395, 665, 1829, 
1396, 218, 1304, 
1397, 1246, 1580, 
1398, 172, 639, 
1399, 1953, 1591, 
1400, 1103, 298, 
1401, 822, 958, 
1402, 1619, 818, 
1403, 704, 1165, 
1404, 1123, 1037, 
1405, 739, 866, 
1406, 62, 714, 
1407, 1964, 1843, 
1408, 1203, 1727, 
1409, 1504, 869, 
1410, 892, 1229, 
1411, 1268, 934, 
1412, 890, 2103, 
1413, 453, 172, 
1414, 734, 1387, 
1415, 1990, 396, 
1416, 1134, 1327, 
1417, 506, 414, 
1418, 1478, 568, 
1419, 1639, 812, 
1420, 346, 67, 
1421, 1717, 849, 
1422, 306, 480, 
1423, 1571, 1741, 
1424, 249, 73, 
1425, 644, 1572, 
1426, 855, 744, 
1427, 581, 1599, 
1428, 327, 544, 
1429, 225, 1923, 
1430, 321, 648, 
1431, 451, 1513, 
1432, 149, 571, 
1433, 273, 957, 
1434, 1591, 39, 
1435, 1154, 198, 
1436, 1264, 1634, 
1437, 110, 904, 
1438, 807, 1130, 
1439, 1819, 213, 
1440, 826, 61, 
1441, 353, 1069, 
1442, 1875, 1414, 
1443, 624, 426, 
1444, 595, 1664, 
1445, 836, 609, 
1446, 1971, 1682, 
1447, 2121, 504, 
1448, 514, 1575, 
1449, 1722, 1573, 
1450, 1250, 1088, 
1451, 1388, 2099, 
1452, 1579, 1956, 
1453, 1347, 2004, 
1454, 495, 1228, 
1455, 1727, 1355, 
1456, 1112, 1774, 
1457, 1546, 1206, 
1458, 1269, 1170, 
1459, 917, 2141, 
1460, 1688, 594, 
1461, 1670, 1767, 
1462, 1683, 245, 
1463, 1632, 1574, 
1464, 859, 1167, 
1465, 1295, 1850, 
1466, 1406, 1958, 
1467, 640, 836, 
1468, 816, 1343, 
1469, 519, 1778, 
1470, 981, 1750, 
1471, 884, 1731, 
1472, 1856, 1971, 
1473, 1573, 2045, 
1474, 1188, 1243, 
1475, 1383, 706, 
1476, 1776, 2114, 
1477, 1355, 949, 
1478, 848, 1186, 
1479, 1055, 540, 
1480, 1213, 919, 
1481, 1791, 252, 
1482, 885, 1107, 
1483, 1839, 1642, 
1484, 1527, 782, 
1485, 267, 1100, 
1486, 1040, 142, 
1487, 1069, 356, 
1488, 1490, 1739, 
1489, 1185, 1022, 
1490, 1911, 1290, 
1491, 1342, 1548, 
1492, 1528, 1263, 
1493, 105, 479, 
1494, 1657, 608, 
1495, 1097, 1764, 
1496, 1057, 228, 
1497, 1899, 656, 
1498, 1969, 1905, 
1499, 1653, 1086, 
1500, 2103, 1508, 
1501, 1280, 2095, 
1502, 1361, 1847, 
1503, 799, 498, 
1504, 1803, 376, 
1505, 1407, 1274, 
1506, 1305, 1754, 
1507, 258, 811, 
1508, 1428, 1350, 
1509, 920, 59, 
1510, 50, 1716, 
1511, 481, 277, 
1512, 849, 305, 
1513, 737, 1889, 
1514, 441, 1140, 
1515, 406, 1793, 
1516, 2009, 1337, 
1517, 1287, 1817, 
1518, 939, 683, 
1519, 162, 136, 
1520, 1000, 2039, 
1521, 467, 1609, 
1522, 1075, 891, 
1523, 1292, 1433, 
1524, 142, 1510, 
1525, 1647, 806, 
1526, 1314, 40, 
1527, 158, 931, 
1528, 1684, 1232, 
1529, 873, 689, 
1530, 1011, 907, 
1531, 1750, 1121, 
1532, 580, 587, 
1533, 1136, 1273, 
1534, 297, 1751, 
1535, 364, 2111, 
1536, 0, 1744, 
1537, 134, 1398, 
1538, 19, 1207, 
1539, 1847, 723, 
1540, 2105, 236, 
1541, 1195, 1553, 
1542, 204, 845, 
1543, 961, 1477, 
1544, 1708, 613, 
1545, 1880, 26, 
1546, 1235, 871, 
1547, 1797, 344, 
1548, 1205, 597, 
1549, 288, 189, 
1550, 30, 462, 
1551, 1570, 1835, 
1552, 692, 255, 
1553, 408, 1544, 
1554, 729, 1570, 
1555, 1218, 1693, 
1556, 1718, 174, 
1557, 1092, 1087, 
1558, 1119, 327, 
1559, 1918, 1584, 
1560, 1753, 999, 
1561, 1807, 1888, 
1562, 1556, 1516, 
1563, 479, 1120, 
1564, 497, 1827, 
1565, 407, 757, 
1566, 1025, 896, 
1567, 1870, 994, 
1568, 928, 1960, 
1569, 1650, 1179, 
1570, 728, 1828, 
1571, 1315, 790, 
1572, 336, 2010, 
1573, 1465, 1564, 
1574, 718, 1790, 
1575, 151, 181, 
1576, 699, 651, 
1577, 627, 1505, 
1578, 1439, 1287, 
1579, 815, 1354, 
1580, 1853, 337, 
1581, 901, 1568, 
1582, 965, 950, 
1583, 1107, 1543, 
1584, 1536, 810, 
1585, 1936, 91, 
1586, 545, 291, 
1587, 1513, 70, 
1588, 2148, 1947, 
1589, 186, 362, 
1590, 1678, 1008, 
1591, 1994, 1558, 
1592, 821, 2145, 
1593, 812, 312, 
1594, 38, 721, 
1595, 1661, 631, 
1596, 1514, 1951, 
1597, 1535, 1745, 
1598, 1765, 1111, 
1599, 677, 761, 
1600, 1927, 1258, 
1601, 1165, 509, 
1602, 219, 267, 
1603, 1003, 727, 
1604, 1905, 665, 
1605, 121, 1964, 
1606, 1171, 819, 
1607, 437, 308, 
1608, 937, 940, 
1609, 1294, 1419, 
1610, 203, 266, 
1611, 1551, 20, 
1612, 1026, 774, 
1613, 331, 1680, 
1614, 1459, 1449, 
1615, 1254, 1234, 
1616, 775, 847, 
1617, 741, 1128, 
1618, 1222, 1154, 
1619, 447, 1363, 
1620, 168, 1525, 
1621, 1317, 1041, 
1622, 1894, 1720, 
1623, 942, 859, 
1624, 1672, 1670, 
1625, 983, 223, 
1626, 1794, 1917, 
1627, 1713, 1012, 
1628, 1941, 877, 
1629, 998, 395, 
1630, 367, 471, 
1631, 2041, 647, 
1632, 945, 1395, 
1633, 193, 1406, 
1634, 1427, 1541, 
1635, 893, 2014, 
1636, 1133, 601, 
1637, 1869, 367, 
1638, 695, 103, 
1639, 930, 622, 
1640, 45, 33, 
1641, 1582, 387, 
1642, 770, 700, 
1643, 1563, 215, 
1644, 389, 1110, 
1645, 139, 2126, 
1646, 454, 192, 
1647, 716, 144, 
1648, 1328, 595, 
1649, 645, 1839, 
1650, 127, 1996, 
1651, 2061, 1271, 
1652, 832, 658, 
1653, 390, 1283, 
1654, 1436, 726, 
1655, 1696, 749, 
1656, 1067, 199, 
1657, 2040, 764, 
1658, 1068, 13, 
1659, 1372, 976, 
1660, 672, 100, 
1661, 755, 226, 
1662, 1212, 541, 
1663, 431, 579, 
1664, 1445, 1487, 
1665, 49, 404, 
1666, 889, 1416, 
1667, 1145, 548, 
1668, 271, 2005, 
1669, 191, 615, 
1670, 2008, 840, 
1671, 20, 1586, 
1672, 743, 773, 
1673, 1697, 715, 
1674, 2136, 1938, 
1675, 2070, 1289, 
1676, 1822, 542, 
1677, 1274, 1076, 
1678, 1957, 1898, 
1679, 1542, 99, 
1680, 1281, 655, 
1681, 1380, 1047, 
1682, 1950, 27, 
1683, 160, 563, 
1684, 29, 547, 
1685, 277, 1882, 
1686, 469, 1333, 
1687, 910, 1542, 
1688, 1311, 747, 
1689, 882, 1919, 
1690, 641, 582, 
1691, 673, 489, 
1692, 438, 1029, 
1693, 1431, 939, 
1694, 2049, 1465, 
1695, 1675, 343, 
1696, 501, 1565, 
1697, 652, 1129, 
1698, 1206, 977, 
1699, 385, 1979, 
1700, 1925, 1621, 
1701, 2085, 667, 
1702, 1408, 56, 
1703, 261, 460, 
1704, 1038, 25, 
1705, 974, 1125, 
1706, 118, 550, 
1707, 1013, 2082, 
1708, 1312, 1138, 
1709, 410, 588, 
1710, 1783, 1074, 
1711, 1732, 739, 
1712, 675, 206, 
1713, 1466, 930, 
1714, 1341, 1998, 
1715, 1440, 1901, 
1716, 735, 1342, 
1717, 899, 753, 
1718, 633, 1874, 
1719, 632, 55, 
1720, 36, 1410, 
1721, 1537, 1757, 
1722, 966, 310, 
1723, 845, 1224, 
1724, 1544, 182, 
1725, 569, 799, 
1726, 427, 1663, 
1727, 313, 2115, 
1728, 455, 1842, 
1729, 2114, 341, 
1730, 2099, 319, 
1731, 777, 1629, 
1732, 1351, 1215, 
1733, 1620, 1705, 
1734, 1954, 1411, 
1735, 1538, 670, 
1736, 875, 171, 
1737, 725, 865, 
1738, 1004, 580, 
1739, 532, 265, 
1740, 847, 1346, 
1741, 674, 401, 
1742, 329, 1442, 
1743, 302, 1768, 
1744, 304, 1446, 
1745, 192, 1732, 
1746, 2135, 2029, 
1747, 2006, 288, 
1748, 1595, 1113, 
1749, 1184, 830, 
1750, 17, 850, 
1751, 1346, 1495, 
1752, 705, 1945, 
1753, 887, 1913, 
1754, 98, 1872, 
1755, 1161, 1954, 
1756, 209, 0, 
1757, 1942, 102, 
1758, 785, 139, 
1759, 1590, 1694, 
1760, 2044, 505, 
1761, 269, 1995, 
1762, 1166, 936, 
1763, 993, 802, 
1764, 2113, 1867, 
1765, 862, 1582, 
1766, 895, 1830, 
1767, 229, 1112, 
1768, 56, 1836, 
1769, 740, 1034, 
1770, 1444, 2030, 
1771, 891, 1551, 
1772, 1507, 1331, 
1773, 279, 1264, 
1774, 844, 2130, 
1775, 266, 2012, 
1776, 526, 1567, 
1777, 1704, 1737, 
1778, 138, 2136, 
1779, 1989, 1811, 
1780, 1600, 251, 
1781, 1426, 1244, 
1782, 1897, 19, 
1783, 1886, 1994, 
1784, 1812, 964, 
1785, 1575, 1430, 
1786, 393, 763, 
1787, 48, 1881, 
1788, 480, 756, 
1789, 1873, 1220, 
1790, 77, 2040, 
1791, 783, 875, 
1792, 500, 77, 
1793, 1282, 1589, 
1794, 860, 1520, 
1795, 1756, 1934, 
1796, 975, 42, 
1797, 1449, 129, 
1798, 483, 1, 
1799, 2126, 433, 
1800, 2096, 1173, 
1801, 396, 1991, 
1802, 1339, 1011, 
1803, 2052, 1323, 
1804, 1413, 855, 
1805, 1072, 1749, 
1806, 1916, 249, 
1807, 473, 16, 
1808, 1824, 981, 
1809, 669, 17, 
1810, 1095, 1426, 
1811, 1663, 1060, 
1812, 1420, 1493, 
1813, 381, 623, 
1814, 388, 432, 
1815, 1648, 429, 
1816, 1630, 1692, 
1817, 1890, 1713, 
1818, 1560, 518, 
1819, 1464, 1607, 
1820, 1320, 2056, 
1821, 1745, 402, 
1822, 952, 1424, 
1823, 68, 105, 
1824, 403, 2077, 
1825, 1243, 2067, 
1826, 1842, 1372, 
1827, 2108, 785, 
1828, 1658, 1054, 
1829, 1534, 238, 
1830, 1787, 784, 
1831, 2091, 889, 
1832, 931, 986, 
1833, 1138, 196, 
1834, 136, 1760, 
1835, 1223, 867, 
1836, 1071, 1104, 
1837, 1369, 1927, 
1838, 295, 1448, 
1839, 1768, 1203, 
1840, 1231, 434, 
1841, 1170, 1431, 
1842, 582, 2021, 
1843, 1461, 1992, 
1844, 883, 1353, 
1845, 1438, 1358, 
1846, 1244, 50, 
1847, 307, 740, 
1848, 223, 2057, 
1849, 1555, 1208, 
1850, 1172, 638, 
1851, 539, 15, 
1852, 749, 371, 
1853, 2107, 1702, 
1854, 1183, 1893, 
1855, 1656, 1662, 
1856, 147, 2094, 
1857, 1473, 1821, 
1858, 1291, 1590, 
1859, 612, 106, 
1860, 1396, 1814, 
1861, 523, 1975, 
1862, 1633, 1969, 
1863, 780, 1870, 
1864, 1523, 1666, 
1865, 954, 584, 
1866, 1759, 1593, 
1867, 1174, 1315, 
1868, 921, 466, 
1869, 1532, 948, 
1870, 338, 107, 
1871, 788, 2054, 
1872, 1778, 876, 
1873, 1508, 1456, 
1874, 459, 1769, 
1875, 949, 628, 
1876, 988, 1235, 
1877, 8, 6, 
1878, 1209, 1993, 
1879, 1263, 1597, 
1880, 1082, 702, 
1881, 1935, 180, 
1882, 18, 1277, 
1883, 1175, 1515, 
1884, 465, 1762, 
1885, 1117, 1614, 
1886, 208, 922, 
1887, 1370, 776, 
1888, 1833, 1921, 
1889, 565, 1094, 
1890, 2020, 121, 
1891, 1673, 1534, 
1892, 1565, 842, 
1893, 1221, 1212, 
1894, 1159, 679, 
1895, 171, 520, 
1896, 631, 678, 
1897, 534, 624, 
1898, 1902, 1953, 
1899, 1934, 1545, 
1900, 2043, 890, 
1901, 227, 1217, 
1902, 425, 131, 
1903, 308, 2108, 
1904, 1279, 438, 
1905, 837, 1668, 
1906, 1615, 38, 
1907, 1773, 1488, 
1908, 686, 1281, 
1909, 2059, 1144, 
1910, 1394, 1812, 
1911, 1319, 826, 
1912, 161, 1115, 
1913, 1467, 1441, 
1914, 1769, 69, 
1915, 2068, 1640, 
1916, 2124, 394, 
1917, 1601, 610, 
1918, 803, 179, 
1919, 972, 203, 
1920, 1153, 296, 
1921, 1234, 1498, 
1922, 1547, 1703, 
1923, 2146, 735, 
1924, 1860, 185, 
1925, 618, 881, 
1926, 1258, 596, 
1927, 254, 491, 
1928, 1741, 583, 
1929, 999, 2134, 
1930, 1039, 197, 
1931, 284, 279, 
1932, 117, 74, 
1933, 906, 1776, 
1934, 1450, 2007, 
1935, 660, 284, 
1936, 1998, 1479, 
1937, 505, 1537, 
1938, 904, 84, 
1939, 1852, 449, 
1940, 176, 794, 
1941, 1390, 461, 
1942, 1922, 1803, 
1943, 558, 691, 
1944, 1786, 673, 
1945, 626, 1507, 
1946, 1624, 1284, 
1947, 1344, 767, 
1948, 1931, 1064, 
1949, 1917, 1806, 
1950, 1760, 967, 
1951, 1051, 681, 
1952, 352, 1360, 
1953, 1141, 1824, 
1954, 1913, 1603, 
1955, 520, 299, 
1956, 1256, 1093, 
1957, 587, 1332, 
1958, 1385, 1501, 
1959, 1848, 1153, 
1960, 586, 51, 
1961, 194, 590, 
1962, 905, 1968, 
1963, 1278, 1081, 
1964, 1715, 898, 
1965, 1939, 1810, 
1966, 1728, 262, 
1967, 344, 1183, 
1968, 89, 478, 
1969, 2051, 852, 
1970, 1327, 1802, 
1971, 430, 1942, 
1972, 181, 1305, 
1973, 1483, 29, 
1974, 2093, 2018, 
1975, 1054, 30, 
1976, 950, 1211, 
1977, 772, 864, 
1978, 1480, 451, 
1979, 1966, 464, 
1980, 1276, 1194, 
1981, 343, 391, 
1982, 1181, 1117, 
1983, 1519, 1155, 
1984, 226, 1219, 
1985, 935, 392, 
1986, 452, 1459, 
1987, 2083, 1990, 
1988, 380, 1004, 
1989, 188, 1249, 
1990, 2145, 672, 
1991, 1482, 956, 
1992, 840, 1025, 
1993, 392, 1845, 
1994, 964, 1784, 
1995, 1475, 1976, 
1996, 2075, 982, 
1997, 1325, 188, 
1998, 1623, 2148, 
1999, 1363, 1084, 
2000, 423, 947, 
2001, 333, 1894, 
2002, 1417, 872, 
2003, 1403, 1185, 
2004, 543, 1861, 
2005, 1079, 1530, 
2006, 1965, 1506, 
2007, 1238, 1878, 
2008, 1720, 1374, 
2009, 2092, 68, 
2010, 2112, 390, 
2011, 1734, 1236, 
2012, 25, 946, 
2013, 615, 229, 
2014, 868, 1900, 
2015, 1225, 1798, 
2016, 1746, 1335, 
2017, 1511, 260, 
2018, 128, 2085, 
2019, 132, 399, 
2020, 1834, 944, 
2021, 1306, 1676, 
2022, 1198, 1091, 
2023, 113, 470, 
2024, 124, 1361, 
2025, 1324, 2109, 
2026, 460, 409, 
2027, 263, 162, 
2028, 82, 1380, 
2029, 76, 2086, 
2030, 123, 122, 
2031, 1559, 1772, 
2032, 1808, 1673, 
2033, 1641, 909, 
2034, 166, 2069, 
2035, 1978, 1785, 
2036, 1909, 1619, 
2037, 531, 496, 
2038, 736, 1920, 
2039, 444, 1746, 
2040, 1037, 861, 
2041, 2073, 769, 
2042, 1588, 600, 
2043, 1073, 1437, 
2044, 702, 1887, 
2045, 100, 421, 
2046, 1626, 1445, 
2047, 1027, 1734, 
2048, 257, 1065, 
2049, 694, 1161, 
2050, 1452, 1973, 
2051, 636, 748, 
2052, 238, 283, 
2053, 1980, 2065, 
2054, 1562, 1819, 
2055, 902, 685, 
2056, 1468, 349, 
2057, 2018, 1581, 
2058, 1649, 1126, 
2059, 1076, 1316, 
2060, 125, 217, 
2061, 1211, 240, 
2062, 1694, 693, 
2063, 533, 1685, 
2064, 676, 1884, 
2065, 2082, 1686, 
2066, 1441, 273, 
2067, 2024, 407, 
2068, 1084, 164, 
2069, 140, 788, 
2070, 1460, 1345, 
2071, 285, 2072, 
2072, 397, 2140, 
2073, 1288, 415, 
2074, 291, 661, 
2075, 689, 1402, 
2076, 549, 309, 
2077, 977, 1974, 
2078, 317, 1780, 
2079, 234, 1554, 
2080, 578, 1801, 
2081, 1418, 992, 
2082, 551, 988, 
2083, 374, 1879, 
2084, 1604, 290, 
2085, 1664, 1352, 
2086, 1845, 951, 
2087, 1738, 1948, 
2088, 518, 1447, 
2089, 1471, 796, 
2090, 750, 204, 
2091, 629, 1622, 
2092, 898, 1187, 
2093, 1840, 1908, 
2094, 359, 98, 
2095, 1455, 1169, 
2096, 316, 41, 
2097, 989, 2006, 
2098, 1163, 1116, 
2099, 93, 63, 
2100, 1868, 895, 
2101, 1062, 1648, 
2102, 55, 1096, 
2103, 552, 1661, 
2104, 1321, 718, 
2105, 1353, 578, 
2106, 2152, 1317, 
2107, 1748, 1707, 
2108, 621, 427, 
2109, 154, 1036, 
2110, 655, 1651, 
2111, 1024, 1067, 
2112, 1113, 1035, 
2113, 683, 230, 
2114, 712, 1931, 
2115, 1207, 1285, 
2116, 54, 1595, 
2117, 1525, 1735, 
2118, 1920, 1606, 
2119, 1752, 1652, 
2120, 400, 165, 
2121, 1210, 2074, 
2122, 1007, 1627, 
2123, 953, 1247, 
2124, 1340, 448, 
2125, 962, 969, 
2126, 280, 487, 
2127, 1593, 474, 
2128, 1857, 955, 
2129, 870, 1049, 
2130, 1522, 789, 
2131, 958, 1484, 
2132, 857, 1420, 
2133, 443, 924, 
2134, 923, 1906, 
2135, 1019, 804, 
2136, 1569, 941, 
2137, 102, 1108, 
2138, 2086, 564, 
2139, 215, 990, 
2140, 1622, 1910, 
2141, 1944, 1649, 
2142, 275, 1579, 
2143, 969, 1471, 
2144, 1874, 561, 
2145, 661, 447, 
2146, 1975, 1481, 
2147, 1973, 1643, 
2148, 210, 1143, 
2149, 1247, 66, 
2150, 1884, 1752, 
2151, 348, 692, 
2152, 1378, 1604, 
