nbElements: 2153
indexFenetre, indexVoletGauche, indexVoletDroit, 
1227, 1497, 2024, 
1228, 466, 1159, 
1229, 1403, 944, 
1230, 2132, 834, 
1231, 1607, 1438, 
1232, 735, 1511, 
1233, 2028, 2114, 
1234, 999, 515, 
1235, 1057, 513, 
1236, 1603, 1752, 
1237, 1102, 1119, 
1238, 1562, 1176, 
1239, 55, 799, 
1240, 1591, 720, 
1241, 18, 1050, 
1242, 1034, 507, 
1243, 912, 1963, 
1244, 961, 1817, 
1245, 1925, 1863, 
1246, 1304, 929, 
1247, 1329, 1357, 
1248, 1373, 750, 
1249, 433, 416, 
1250, 1657, 272, 
1251, 1844, 452, 
1252, 30, 1257, 
1253, 404, 188, 
1254, 299, 1010, 
1255, 1341, 1030, 
1256, 1432, 1385, 
1257, 909, 879, 
1258, 469, 914, 
1259, 1804, 1809, 
1260, 366, 1631, 
1261, 742, 1812, 
1262, 1146, 1260, 
1263, 889, 1437, 
1264, 247, 1073, 
1265, 1605, 12, 
1266, 78, 1302, 
1267, 572, 1173, 
1268, 1895, 1583, 
1269, 1854, 1298, 
1270, 1179, 1778, 
1271, 1560, 1336, 
1272, 1441, 1795, 
1273, 708, 1539, 
1274, 1966, 1526, 
1275, 830, 1280, 
1276, 1033, 1887, 
1277, 534, 1855, 
1278, 2139, 1518, 
1279, 491, 1167, 
1280, 1205, 67, 
1281, 1027, 1344, 
1282, 819, 1090, 
1283, 37, 278, 
1284, 1756, 131, 
1285, 1782, 427, 
1286, 218, 2120, 
1287, 1658, 1813, 
1288, 1666, 294, 
1289, 988, 125, 
1290, 504, 252, 
1291, 1191, 1088, 
1292, 1051, 1904, 
1293, 2104, 1523, 
1294, 891, 121, 
1295, 1276, 1790, 
1296, 335, 731, 
1297, 1594, 1038, 
1298, 928, 635, 
1299, 126, 58, 
1300, 1900, 1534, 
1301, 1241, 752, 
1302, 832, 1117, 
1303, 1328, 1081, 
1304, 893, 1314, 
1305, 1964, 1654, 
1306, 1830, 270, 
1307, 589, 713, 
1308, 1708, 934, 
1309, 1617, 424, 
1310, 1417, 1459, 
1311, 1335, 1542, 
1312, 1689, 456, 
1313, 611, 1299, 
1314, 844, 148, 
1315, 1154, 1677, 
1316, 1719, 407, 
1317, 1356, 382, 
1318, 1445, 141, 
1319, 1626, 995, 
1320, 848, 1202, 
1321, 529, 469, 
1322, 2042, 1008, 
1323, 1131, 2004, 
1324, 1277, 1211, 
1325, 323, 1510, 
1326, 369, 555, 
1327, 1923, 1022, 
1328, 1573, 36, 
1329, 793, 498, 
1330, 756, 186, 
1331, 310, 1702, 
1332, 2118, 581, 
1333, 1789, 374, 
1334, 260, 1567, 
1335, 602, 1603, 
1336, 1105, 1509, 
1337, 1961, 1723, 
1338, 1418, 1880, 
1339, 995, 1300, 
1340, 1196, 1777, 
1341, 39, 1797, 
1342, 714, 910, 
1343, 325, 19, 
1344, 1470, 305, 
1345, 2012, 159, 
1346, 2097, 390, 
1347, 1221, 311, 
1348, 301, 369, 
1349, 1829, 1045, 
1350, 400, 536, 
1351, 1572, 1392, 
1352, 211, 1917, 
1353, 817, 176, 
1354, 1727, 320, 
1355, 1123, 999, 
1356, 1977, 675, 
1357, 1824, 612, 
1358, 236, 1105, 
1359, 331, 560, 
1360, 1032, 1924, 
1361, 1828, 1229, 
1362, 501, 721, 
1363, 873, 1504, 
1364, 407, 40, 
1365, 7, 1645, 
1366, 1385, 1001, 
1367, 1005, 530, 
1368, 648, 1413, 
1369, 525, 461, 
1370, 1858, 1025, 
1371, 1429, 1053, 
1372, 413, 128, 
1373, 1272, 1461, 
1374, 91, 1839, 
1375, 378, 92, 
1376, 672, 1754, 
1377, 1912, 556, 
1378, 1446, 1333, 
1379, 1137, 1061, 
1380, 1353, 1251, 
1381, 1601, 1579, 
1382, 1564, 667, 
1383, 1913, 1082, 
1384, 941, 889, 
1385, 1379, 730, 
1386, 1291, 1878, 
1387, 925, 2086, 
1388, 647, 1824, 
1389, 1047, 1688, 
1390, 1746, 52, 
1391, 198, 99, 
1392, 289, 957, 
1393, 1576, 1114, 
1394, 382, 2101, 
1395, 2121, 425, 
1396, 1927, 1892, 
1397, 60, 1896, 
1398, 1093, 1724, 
1399, 268, 1499, 
1400, 1808, 279, 
1401, 1431, 1238, 
1402, 996, 79, 
1403, 14, 313, 
1404, 1173, 717, 
1405, 560, 2034, 
1406, 399, 1948, 
1407, 80, 540, 
1408, 2141, 1422, 
1409, 1321, 1529, 
1410, 1058, 2072, 
1411, 1701, 1310, 
1412, 1257, 44, 
1413, 703, 1323, 
1414, 546, 858, 
1415, 876, 698, 
1416, 1850, 493, 
1417, 114, 1484, 
1418, 1043, 567, 
1419, 1629, 489, 
1420, 1220, 1221, 
1421, 1856, 2076, 
1422, 252, 1015, 
1423, 2092, 981, 
1424, 108, 1387, 
1425, 1881, 565, 
1426, 1382, 1635, 
1427, 977, 758, 
1428, 1253, 1879, 
1429, 978, 548, 
1430, 1412, 1591, 
1431, 699, 1388, 
1432, 1544, 264, 
1433, 2140, 897, 
1434, 1831, 93, 
1435, 731, 1402, 
1436, 790, 2143, 
1437, 1853, 1910, 
1438, 1236, 1615, 
1439, 155, 1007, 
1440, 2006, 1215, 
1441, 741, 399, 
1442, 116, 1639, 
1443, 1748, 670, 
1444, 1457, 1788, 
1445, 841, 956, 
1446, 463, 761, 
1447, 727, 1376, 
1448, 547, 75, 
1449, 2123, 1359, 
1450, 1451, 1306, 
1451, 72, 2094, 
1452, 1250, 964, 
1453, 1555, 860, 
1454, 745, 1100, 
1455, 1357, 2141, 
1456, 659, 1981, 
1457, 800, 1091, 
1458, 1541, 1803, 
1459, 1784, 1794, 
1460, 1780, 2035, 
1461, 1477, 613, 
1462, 465, 290, 
1463, 899, 2105, 
1464, 750, 2136, 
1465, 1720, 1136, 
1466, 1290, 195, 
1467, 1600, 1235, 
1468, 548, 527, 
1469, 1903, 256, 
1470, 1345, 617, 
1471, 1282, 851, 
1472, 391, 324, 
1473, 2094, 640, 
1474, 1218, 2115, 
1475, 1201, 945, 
1476, 623, 286, 
1477, 1755, 243, 
1478, 1919, 242, 
1479, 90, 925, 
1480, 49, 661, 
1481, 373, 1368, 
1482, 2142, 780, 
1483, 791, 1132, 
1484, 35, 575, 
1485, 101, 1379, 
1486, 1877, 422, 
1487, 2134, 316, 
1488, 1045, 366, 
1489, 2077, 470, 
1490, 406, 1478, 
1491, 288, 561, 
1492, 83, 501, 
1493, 1134, 1080, 
1494, 1407, 1319, 
1495, 1725, 969, 
1496, 888, 2030, 
1497, 459, 310, 
1498, 943, 1920, 
1499, 2122, 1411, 
1500, 1710, 1746, 
1501, 281, 23, 
1502, 661, 2110, 
1503, 1264, 707, 
1504, 1561, 943, 
1505, 982, 1423, 
1506, 656, 62, 
1507, 773, 1853, 
1508, 1943, 1991, 
1509, 206, 726, 
1510, 161, 392, 
1511, 1818, 849, 
1512, 1175, 1829, 
1513, 1017, 337, 
1514, 305, 817, 
1515, 1438, 1954, 
1516, 1535, 247, 
1517, 1375, 1684, 
1518, 2105, 1692, 
1519, 1197, 542, 
1520, 1377, 64, 
1521, 51, 1827, 
1522, 884, 2099, 
1523, 1684, 2007, 
1524, 401, 1828, 
1525, 657, 1150, 
1526, 797, 2078, 
1527, 751, 375, 
1528, 333, 655, 
1529, 1239, 1291, 
1530, 1815, 309, 
1531, 531, 1342, 
1532, 169, 690, 
1533, 1891, 1463, 
1534, 1279, 1642, 
1535, 906, 622, 
1536, 1087, 1859, 
1537, 1599, 451, 
1538, 2087, 844, 
1539, 1567, 1785, 
1540, 352, 1488, 
1541, 230, 345, 
1542, 256, 25, 
1543, 322, 1048, 
1544, 1406, 1934, 
1545, 1086, 2067, 
1546, 1530, 1604, 
1547, 1627, 404, 
1548, 1209, 1976, 
1549, 1408, 588, 
1550, 568, 639, 
1551, 1879, 1651, 
1552, 794, 1269, 
1553, 1202, 1034, 
1554, 1616, 26, 
1555, 251, 10, 
1556, 1936, 1992, 
1557, 918, 271, 
1558, 2014, 1548, 
1559, 2053, 199, 
1560, 1965, 1214, 
1561, 226, 2049, 
1562, 980, 150, 
1563, 99, 304, 
1564, 990, 621, 
1565, 384, 1801, 
1566, 1471, 1109, 
1567, 1906, 1678, 
1568, 1374, 165, 
1569, 1467, 127, 
1570, 1232, 490, 
1571, 2040, 1682, 
1572, 1172, 1162, 
1573, 270, 1074, 
1574, 103, 1493, 
1575, 1650, 872, 
1576, 787, 1870, 
1577, 375, 749, 
1578, 1812, 1284, 
1579, 48, 1259, 
1580, 1643, 1029, 
1581, 1837, 679, 
1582, 1261, 989, 
1583, 938, 1561, 
1584, 2068, 233, 
1585, 488, 538, 
1586, 1271, 1468, 
1587, 415, 68, 
1588, 1360, 1582, 
1589, 0, 787, 
1590, 550, 1481, 
1591, 591, 1024, 
1592, 908, 401, 
1593, 1874, 1332, 
1594, 2071, 1145, 
1595, 1314, 1748, 
1596, 2047, 1121, 
1597, 1614, 592, 
1598, 1540, 2091, 
1599, 481, 768, 
1600, 1206, 351, 
1601, 765, 1507, 
1602, 1072, 1720, 
1603, 1967, 1396, 
1604, 1777, 367, 
1605, 1580, 1588, 
1606, 1786, 1355, 
1607, 318, 2068, 
1608, 545, 1997, 
1609, 2056, 1871, 
1610, 932, 224, 
1611, 448, 189, 
1612, 1473, 1564, 
1613, 392, 1464, 
1614, 2107, 1728, 
1615, 2032, 1629, 
1616, 1195, 244, 
1617, 2089, 1443, 
1618, 1050, 0, 
1619, 1916, 1367, 
1620, 371, 1745, 
1621, 1692, 307, 
1622, 1680, 1414, 
1623, 724, 727, 
1624, 1993, 380, 
1625, 1823, 1308, 
1626, 1537, 1210, 
1627, 1165, 1563, 
1628, 554, 1320, 
1629, 1199, 1571, 
1630, 1624, 856, 
1631, 1080, 938, 
1632, 950, 2079, 
1633, 1240, 1096, 
1634, 272, 213, 
1635, 337, 430, 
1636, 1623, 1290, 
1637, 505, 1203, 
1638, 998, 1689, 
1639, 1652, 33, 
1640, 983, 662, 
1641, 1126, 1295, 
1642, 332, 202, 
1643, 460, 1618, 
1644, 1331, 1383, 
1645, 468, 505, 
1646, 2029, 840, 
1647, 1587, 1237, 
1648, 133, 887, 
1649, 207, 1, 
1650, 426, 1222, 
1651, 278, 1703, 
1652, 1646, 168, 
1653, 1659, 637, 
1654, 953, 782, 
1655, 458, 551, 
1656, 1099, 1730, 
1657, 1598, 1265, 
1658, 1338, 1841, 
1659, 1178, 913, 
1660, 314, 491, 
1661, 1568, 1047, 
1662, 744, 45, 
1663, 939, 245, 
1664, 144, 1767, 
1665, 2052, 261, 
1666, 1453, 1441, 
1667, 396, 1760, 
1668, 920, 1373, 
1669, 722, 1656, 
1670, 1499, 1814, 
1671, 2085, 880, 
1672, 1926, 172, 
1673, 738, 1365, 
1674, 875, 666, 
1675, 188, 441, 
1676, 1233, 1625, 
1677, 183, 83, 
1678, 2150, 566, 
1679, 2074, 302, 
1680, 293, 669, 
1681, 372, 1962, 
1682, 197, 1011, 
1683, 1575, 1026, 
1684, 199, 1058, 
1685, 2093, 387, 
1686, 1515, 2016, 
1687, 1234, 2150, 
1688, 1228, 183, 
1689, 655, 1516, 
1690, 850, 431, 
1691, 2011, 1033, 
1692, 620, 783, 
1693, 1181, 923, 
1694, 679, 753, 
1695, 1670, 301, 
1696, 482, 214, 
1697, 608, 1687, 
1698, 1847, 1983, 
1699, 1674, 1517, 
1700, 807, 1967, 
1701, 485, 1410, 
1702, 417, 1661, 
1703, 1980, 1833, 
1704, 968, 1566, 
1705, 528, 1906, 
1706, 464, 1475, 
1707, 1770, 281, 
1708, 1703, 1729, 
1709, 1354, 2038, 
1710, 135, 917, 
1711, 1155, 2135, 
1712, 1014, 260, 
1713, 1665, 250, 
1714, 641, 1056, 
1715, 151, 688, 
1716, 783, 1502, 
1717, 887, 1491, 
1718, 1443, 1195, 
1719, 719, 1489, 
1720, 1733, 785, 
1721, 402, 1125, 
1722, 395, 988, 
1723, 1096, 1070, 
1724, 772, 1273, 
1725, 561, 1792, 
1726, 194, 657, 
1727, 1483, 439, 
1728, 565, 1675, 
1729, 1838, 1465, 
1730, 1036, 1287, 
1731, 2070, 333, 
1732, 225, 2074, 
1733, 500, 643, 
1734, 159, 137, 
1735, 1758, 1919, 
1736, 1524, 358, 
1737, 1243, 1366, 
1738, 804, 607, 
1739, 1255, 206, 
1740, 1091, 2133, 
1741, 1478, 531, 
1742, 1883, 1905, 
1743, 1285, 1577, 
1744, 654, 822, 
1745, 1352, 1487, 
1746, 746, 778, 
1747, 4, 420, 
1748, 518, 967, 
1749, 1790, 2027, 
1750, 966, 285, 
1751, 1920, 2047, 
1752, 2051, 1512, 
1753, 167, 210, 
1754, 461, 771, 
1755, 1732, 628, 
1756, 387, 220, 
1757, 2015, 1943, 
1758, 1459, 1458, 
1759, 1056, 323, 
1760, 1556, 1867, 
1761, 1450, 1325, 
1762, 975, 677, 
1763, 935, 1234, 
1764, 971, 86, 
1765, 599, 2073, 
1766, 2084, 28, 
1767, 2049, 1935, 
1768, 121, 1540, 
1769, 84, 1621, 
1770, 170, 1128, 
1771, 1193, 408, 
1772, 712, 57, 
1773, 1527, 1305, 
1774, 130, 488, 
1775, 902, 1149, 
1776, 420, 703, 
1777, 129, 1626, 
1778, 1976, 1480, 
1779, 665, 275, 
1780, 710, 348, 
1781, 1147, 1181, 
1782, 2022, 16, 
1783, 393, 1902, 
1784, 740, 1364, 
1785, 1068, 680, 
1786, 2138, 1861, 
1787, 497, 254, 
1788, 403, 520, 
1789, 1071, 147, 
1790, 303, 1186, 
1791, 1622, 1232, 
1792, 316, 813, 
1793, 900, 1152, 
1794, 1548, 2069, 
1795, 214, 1798, 
1796, 1928, 1118, 
1797, 1216, 1842, 
1798, 219, 397, 
1799, 470, 198, 
1800, 1508, 126, 
1801, 89, 4, 
1802, 1000, 900, 
1803, 476, 6, 
1804, 1302, 733, 
1805, 1797, 238, 
1806, 341, 1953, 
1807, 1262, 388, 
1808, 1343, 1399, 
1809, 449, 1178, 
1810, 1557, 24, 
1811, 354, 584, 
1812, 200, 1894, 
1813, 1317, 414, 
1814, 1876, 1605, 
1815, 1342, 1157, 
1816, 154, 1419, 
1817, 685, 455, 
1818, 1577, 1756, 
1819, 1122, 1546, 
1820, 2099, 821, 
1821, 54, 724, 
1822, 1109, 1793, 
1823, 297, 576, 
1824, 1300, 1346, 
1825, 636, 966, 
1826, 1012, 968, 
1827, 152, 1430, 
1828, 1303, 1776, 
1829, 1336, 806, 
1830, 1039, 830, 
1831, 1778, 1154, 
1832, 952, 2087, 
1833, 11, 113, 
1834, 686, 529, 
1835, 911, 908, 
1836, 715, 22, 
1837, 386, 227, 
1838, 95, 854, 
1839, 439, 8, 
1840, 511, 825, 
1841, 1424, 1285, 
1842, 779, 217, 
1843, 1864, 329, 
1844, 1578, 355, 
1845, 425, 1528, 
1846, 34, 591, 
1847, 640, 435, 
1848, 1479, 649, 
1849, 926, 1706, 
1850, 1667, 1733, 
1851, 759, 775, 
1852, 1031, 449, 
1853, 1339, 1779, 
1854, 549, 1198, 
1855, 1820, 274, 
1856, 1536, 1016, 
1857, 610, 1501, 
1858, 1819, 996, 
1859, 1687, 1614, 
1860, 2009, 1142, 
1861, 1896, 379, 
1862, 506, 1594, 
1863, 244, 389, 
1864, 1546, 1244, 
1865, 1517, 962, 
1866, 1116, 636, 
1867, 1298, 1226, 
1868, 1514, 1037, 
1869, 615, 633, 
1870, 192, 1764, 
1871, 2117, 890, 
1872, 530, 712, 
1873, 1189, 327, 
1874, 398, 2151, 
1875, 1775, 1683, 
1876, 1073, 1909, 
1877, 677, 373, 
1878, 61, 533, 
1879, 622, 626, 
1880, 1532, 265, 
1881, 295, 1318, 
1882, 1425, 471, 
1883, 732, 644, 
1884, 1101, 179, 
1885, 1511, 253, 
1886, 1183, 801, 
1887, 1299, 564, 
1888, 193, 1220, 
1889, 1289, 1662, 
1890, 846, 1189, 
1891, 334, 1270, 
1892, 1768, 1424, 
1893, 6, 625, 
1894, 973, 2138, 
1895, 1520, 1360, 
1896, 429, 792, 
1897, 1185, 1158, 
1898, 1507, 941, 
1899, 1378, 154, 
1900, 1344, 1646, 
1901, 809, 1440, 
1902, 1009, 638, 
1903, 1433, 1218, 
1904, 562, 298, 
1905, 338, 107, 
1906, 1899, 1946, 
1907, 1950, 747, 
1908, 559, 1408, 
1909, 762, 1046, 
1910, 764, 1084, 
1911, 929, 1023, 
1912, 328, 816, 
1913, 1644, 842, 
1914, 33, 2028, 
1915, 748, 1616, 
1916, 1013, 631, 
1917, 234, 1928, 
1918, 1533, 65, 
1919, 967, 300, 
1920, 1989, 985, 
1921, 1294, 1956, 
1922, 374, 273, 
1923, 2115, 1146, 
1924, 852, 1133, 
1925, 915, 1362, 
1926, 235, 1947, 
1927, 1792, 1606, 
1928, 184, 18, 
1929, 1349, 163, 
1930, 86, 1562, 
1931, 789, 482, 
1932, 1839, 672, 
1933, 339, 831, 
1934, 627, 1936, 
1935, 1130, 1177, 
1936, 1158, 1193, 
1937, 36, 108, 
1938, 362, 152, 
1939, 1713, 1054, 
1940, 1791, 1148, 
1941, 69, 84, 
1942, 1866, 2026, 
1943, 1554, 1634, 
1944, 2060, 1421, 
1945, 1413, 1531, 
1946, 1297, 1643, 
1947, 827, 1786, 
1948, 669, 1391, 
1949, 1712, 725, 
1950, 1794, 1800, 
1951, 1420, 547, 
1952, 558, 1711, 
1953, 1973, 1182, 
1954, 3, 1816, 
1955, 494, 105, 
1956, 1528, 1554, 
1957, 1296, 262, 
1958, 1543, 2132, 
1959, 2038, 827, 
1960, 264, 1873, 
1961, 1547, 1129, 
1962, 205, 1584, 
1963, 1028, 1231, 
1964, 692, 972, 
1965, 93, 509, 
1966, 2005, 97, 
1967, 346, 898, 
1968, 1909, 37, 
1969, 140, 1017, 
1970, 2101, 791, 
1971, 1136, 1721, 
1972, 903, 1455, 
1973, 1415, 882, 
1974, 394, 2019, 
1975, 380, 1271, 
1976, 79, 553, 
1977, 856, 1236, 
1978, 1434, 991, 
1979, 242, 17, 
1980, 353, 918, 
1981, 1958, 871, 
1982, 1986, 544, 
1983, 799, 549, 
1984, 1914, 1770, 
1985, 1803, 1545, 
1986, 1288, 1641, 
1987, 675, 287, 
1988, 2, 1851, 
1989, 1001, 1585, 
1990, 1739, 990, 
1991, 688, 2046, 
1992, 446, 805, 
1993, 2127, 1184, 
1994, 2152, 1116, 
1995, 1595, 1188, 
1996, 1069, 974, 
1997, 1863, 1732, 
1998, 217, 1126, 
1999, 1269, 1470, 
2000, 503, 1876, 
2001, 711, 1686, 
2002, 456, 53, 
2003, 306, 1765, 
2004, 134, 473, 
2005, 118, 1179, 
2006, 1447, 508, 
2007, 1084, 1329, 
2008, 1702, 1049, 
2009, 895, 1055, 
2010, 1423, 746, 
2011, 1455, 1901, 
2012, 2044, 1735, 
2013, 1389, 864, 
2014, 1718, 975, 
2015, 368, 1637, 
2016, 349, 1454, 
2017, 2059, 1903, 
2018, 204, 207, 
2019, 1799, 1272, 
2020, 1522, 1968, 
2021, 2111, 258, 
2022, 533, 593, 
2023, 671, 2014, 
2024, 432, 502, 
2025, 857, 1009, 
2026, 1495, 961, 
2027, 1669, 1734, 
2028, 1463, 1400, 
2029, 71, 228, 
2030, 1098, 859, 
2031, 453, 356, 
2032, 2075, 1858, 
2033, 13, 123, 
2034, 1268, 1640, 
2035, 309, 955, 
2036, 1656, 595, 
2037, 815, 503, 
2038, 2125, 658, 
2039, 82, 2077, 
2040, 1186, 486, 
2041, 1747, 49, 
2042, 705, 190, 
2043, 702, 1477, 
2044, 843, 862, 
2045, 1156, 1933, 
2046, 1002, 1312, 
2047, 1242, 215, 
2048, 1400, 2022, 
2049, 653, 1315, 
2050, 1559, 110, 
2051, 1362, 167, 
2052, 898, 166, 
2053, 1113, 177, 
2054, 1369, 811, 
2055, 1310, 1241, 
2056, 958, 1617, 
2057, 1661, 847, 
2058, 510, 2, 
2059, 864, 1262, 
2060, 985, 1390, 
2061, 1707, 1292, 
2062, 1783, 909, 
2063, 148, 1322, 
2064, 1826, 155, 
2065, 940, 664, 
2066, 232, 417, 
2067, 1270, 729, 
2068, 1267, 2031, 
2069, 1596, 2121, 
2070, 266, 1638, 
2071, 701, 850, 
2072, 736, 2148, 
2073, 1721, 511, 
2074, 1848, 1111, 
2075, 2033, 634, 
2076, 1247, 1912, 
2077, 119, 2140, 
2078, 1688, 789, 
2079, 643, 1436, 
2080, 821, 1500, 
2081, 1942, 142, 
2082, 639, 735, 
2083, 567, 514, 
2084, 2003, 765, 
2085, 418, 1907, 
2086, 855, 2122, 
2087, 1711, 1671, 
2088, 986, 1612, 
2089, 1125, 1975, 
2090, 44, 1289, 
2091, 1924, 740, 
2092, 1141, 2111, 
2093, 165, 776, 
2094, 1523, 1213, 
2095, 327, 1673, 
2096, 363, 497, 
2097, 231, 2108, 
2098, 1035, 1115, 
2099, 578, 927, 
2100, 27, 1087, 
2101, 733, 1986, 
2102, 707, 1347, 
2103, 1184, 1993, 
2104, 361, 1715, 
2105, 1016, 145, 
2106, 2096, 1027, 
2107, 637, 869, 
2108, 1953, 874, 
2109, 954, 2032, 
2110, 311, 2037, 
2111, 203, 2061, 
2112, 1011, 103, 
2113, 1077, 2130, 
2114, 122, 299, 
2115, 1426, 2050, 
2116, 1741, 1406, 
2117, 177, 2018, 
2118, 1779, 437, 
2119, 1882, 193, 
2120, 1252, 1911, 
2121, 1029, 1768, 
2122, 1898, 756, 
2123, 1813, 706, 
2124, 1648, 1000, 
2125, 25, 421, 
2126, 784, 411, 
2127, 1292, 200, 
2128, 767, 1595, 
2129, 853, 38, 
2130, 1834, 959, 
2131, 946, 1666, 
2132, 1611, 1667, 
2133, 87, 59, 
2134, 1049, 365, 
2135, 233, 328, 
2136, 1946, 398, 
2137, 390, 1966, 
2138, 577, 907, 
2139, 835, 393, 
2140, 1367, 1457, 
2141, 808, 1608, 
2142, 823, 1964, 
2143, 1419, 992, 
2144, 282, 793, 
2145, 283, 1169, 
2146, 1103, 760, 
2147, 1076, 1245, 
2148, 1910, 151, 
2149, 2143, 1574, 
2150, 1320, 343, 
2151, 220, 1261, 
2152, 1359, 1565, 
